s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,angle,time,session
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.225,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.226,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.227,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.228,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.229,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.23,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.231,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.232,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.233,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.234,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.235,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.236,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.237,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.238,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.239,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.24,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.241,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.242,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.243,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.244,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1000574219,0.245,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.246,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.247,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.248,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.249,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.25,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.251,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.252,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.253,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.254,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.255,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.256,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.257,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.258,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.259,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.26,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.261,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.262,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.263,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.264,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.265,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.266,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.267,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.268,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.269,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.27,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.271,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.272,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.273,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.274,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.425390625,0.3609375,0.3609375,0.1327158203,0.275,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.276,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.277,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.278,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.279,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.28,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.281,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.282,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.283,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.284,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.285,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.286,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.287,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.288,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.289,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.29,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.291,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.292,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.293,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.294,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.295,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.296,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.297,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.298,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.299,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.3,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.301,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.302,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.303,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.304,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.305,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.306,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.307,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.308,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.309,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.31,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.311,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.312,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.313,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.314,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.315,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.316,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.317,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.318,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.319,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.32,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.321,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.322,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.323,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.324,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.325,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.326,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.327,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.328,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.329,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.33,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.331,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.332,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.333,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.334,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.335,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.336,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.337,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.338,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.339,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.34,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.341,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.342,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.343,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.344,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1327158203,0.345,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.346,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.347,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.348,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.349,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.35,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.351,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.352,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.353,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.354,1
0.451171875,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1000574219,0.355,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.356,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.357,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.358,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.359,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.36,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.361,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.362,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.363,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.364,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.365,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.366,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.367,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.368,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.369,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.37,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.371,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.372,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.373,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.374,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.375,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.376,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.377,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.378,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.379,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.38,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.381,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.382,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.383,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.384,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.385,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.386,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.387,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.388,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.389,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.39,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.391,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.392,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.393,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.394,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.395,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.396,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.397,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.398,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.399,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.4,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.401,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.402,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.403,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.404,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,0.1327158203,0.405,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.406,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.407,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.408,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.409,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.41,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.411,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.412,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.413,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.414,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1327158203,0.415,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.416,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.417,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.418,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.419,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.42,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.421,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.422,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.423,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.424,1
0.4640625,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.425,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.426,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.427,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.428,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.429,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.43,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.431,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.432,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.433,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.434,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.4640625,0.3609375,0.3609375,0.1653742187,0.435,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.436,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.437,1
0.476953125,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,0.1653742187,0.438,1
